"date","geography","geography code","Rural Urban","Bedrooms: All categories: Number of bedrooms; measures: Value","Bedrooms: No bedrooms; measures: Value","Bedrooms: 1 bedroom; measures: Value","Bedrooms: 2 bedrooms; measures: Value","Bedrooms: 3 bedrooms; measures: Value","Bedrooms: 4 bedrooms; measures: Value","Bedrooms: 5 or more bedrooms; measures: Value"
"2011","E00002116","E00002116","Total",129,1,9,10,96,8,5
"2011","E00002122","E00002122","Total",133,0,5,43,79,6,0
"2011","E00002127","E00002127","Total",135,0,8,77,41,7,2
"2011","E00002129","E00002129","Total",125,2,4,17,84,12,6
"2011","E00002132","E00002132","Total",118,0,51,31,32,4,0
"2011","E00002126","E00002126","Total",162,0,22,70,60,8,2
"2011","E00002130","E00002130","Total",194,9,57,69,55,4,0
"2011","E00002131","E00002131","Total",134,0,2,29,89,13,1
"2011","E00002135","E00002135","Total",124,1,2,32,81,6,2
"2011","E00002138","E00002138","Total",106,2,18,46,38,2,0
"2011","E00002110","E00002110","Total",152,0,11,51,80,9,1
"2011","E00002123","E00002123","Total",127,0,54,63,10,0,0
"2011","E00002124","E00002124","Total",87,0,12,22,47,4,2
"2011","E00002125","E00002125","Total",119,1,2,11,96,6,3
"2011","E00002128","E00002128","Total",111,0,1,29,78,2,1
"2011","E00001729","E00001729","Total",131,0,4,9,95,18,5
"2011","E00001744","E00001744","Total",121,0,1,26,71,16,7
"2011","E00001753","E00001753","Total",131,0,0,27,89,11,4
"2011","E00001754","E00001754","Total",124,0,0,14,94,14,2
"2011","E00001760","E00001760","Total",121,0,2,32,65,18,4
"2011","E00001730","E00001730","Total",126,0,1,4,87,29,5
"2011","E00001735","E00001735","Total",126,0,0,0,92,24,10
"2011","E00001742","E00001742","Total",117,1,0,11,61,38,6
"2011","E00001752","E00001752","Total",119,0,0,7,57,43,12
"2011","E00001728","E00001728","Total",124,1,0,5,96,14,8
"2011","E00001733","E00001733","Total",124,0,0,21,78,18,7
"2011","E00001734","E00001734","Total",125,0,15,20,61,24,5
"2011","E00001736","E00001736","Total",115,0,5,12,73,21,4
"2011","E00002061","E00002061","Total",123,0,0,25,73,16,9
"2011","E00002064","E00002064","Total",121,0,6,87,26,1,1
"2011","E00002065","E00002065","Total",110,0,0,2,77,22,9
"2011","E00002066","E00002066","Total",139,0,0,4,109,20,6
"2011","E00002067","E00002067","Total",110,0,3,79,24,1,3
"2011","E00002224","E00002224","Total",135,0,6,7,92,27,3
"2011","E00002225","E00002225","Total",117,0,17,31,56,11,2
"2011","E00002226","E00002226","Total",131,0,24,29,61,9,8
"2011","E00002227","E00002227","Total",133,0,0,6,79,35,13
"2011","E00002228","E00002228","Total",129,1,5,23,71,25,4
"2011","E00002209","E00002209","Total",118,0,0,18,81,15,4
"2011","E00002229","E00002229","Total",122,0,2,35,72,12,1
"2011","E00002230","E00002230","Total",133,0,0,35,64,24,10
"2011","E00002231","E00002231","Total",121,0,1,35,80,4,1
"2011","E00002232","E00002232","Total",127,0,4,32,74,15,2
"2011","E00002210","E00002210","Total",111,0,0,14,62,26,9
"2011","E00002233","E00002233","Total",118,0,0,7,62,39,10
"2011","E00002234","E00002234","Total",118,0,1,16,63,26,12
"2011","E00002235","E00002235","Total",148,0,3,35,88,13,9
"2011","E00001799","E00001799","Total",121,0,9,21,87,2,2
"2011","E00001801","E00001801","Total",138,3,46,29,58,1,1
"2011","E00001804","E00001804","Total",91,0,19,48,23,1,0
"2011","E00001824","E00001824","Total",126,0,6,9,91,16,4
"2011","E00001829","E00001829","Total",129,0,11,15,85,14,4
"2011","E00001802","E00001802","Total",132,0,16,64,45,6,1
"2011","E00001805","E00001805","Total",118,2,8,46,58,4,0
"2011","E00001808","E00001808","Total",125,0,8,56,57,3,1
"2011","E00001813","E00001813","Total",123,1,5,55,51,10,1
"2011","E00001814","E00001814","Total",134,0,27,86,17,4,0
"2011","E00001819","E00001819","Total",134,0,9,16,86,17,6
"2011","E00001820","E00001820","Total",117,0,1,11,69,29,7
"2011","E00001823","E00001823","Total",105,0,2,7,85,8,3
"2011","E00001825","E00001825","Total",116,1,22,24,50,16,3
"2011","E00001830","E00001830","Total",121,2,18,17,77,6,1
"2011","E00001831","E00001831","Total",131,1,55,45,21,9,0
"2011","E00001858","E00001858","Total",132,1,69,32,30,0,0
"2011","E00001859","E00001859","Total",112,0,34,44,29,5,0
"2011","E00001860","E00001860","Total",137,0,79,32,25,1,0
"2011","E00001861","E00001861","Total",113,0,29,41,41,2,0
"2011","E00001863","E00001863","Total",133,0,95,18,15,5,0
"2011","E00002133","E00002133","Total",145,0,3,37,83,19,3
"2011","E00002134","E00002134","Total",174,3,47,57,59,3,5
"2011","E00002136","E00002136","Total",140,1,2,97,34,6,0
"2011","E00002137","E00002137","Total",138,2,2,50,79,4,1
"2011","E00001740","E00001740","Total",125,0,3,28,57,29,8
"2011","E00001741","E00001741","Total",132,0,2,15,58,48,9
"2011","E00001743","E00001743","Total",129,0,1,27,59,39,3
"2011","E00001747","E00001747","Total",129,0,2,44,65,13,5
"2011","E00001748","E00001748","Total",147,1,2,32,62,47,3
"2011","E00001732","E00001732","Total",121,0,2,13,81,19,6
"2011","E00001737","E00001737","Total",119,1,27,24,63,2,2
"2011","E00001738","E00001738","Total",129,0,0,25,89,12,3
"2011","E00001745","E00001745","Total",115,0,1,5,89,12,8
"2011","E00001750","E00001750","Total",139,0,27,69,36,5,2
"2011","E00001739","E00001739","Total",108,0,1,11,66,26,4
"2011","E00001746","E00001746","Total",117,0,1,18,57,33,8
"2011","E00001749","E00001749","Total",139,0,4,70,44,13,8
"2011","E00001751","E00001751","Total",126,0,0,68,47,11,0
"2011","E00001755","E00001755","Total",123,0,0,80,40,3,0
"2011","E00001731","E00001731","Total",140,0,6,19,92,19,4
"2011","E00001756","E00001756","Total",136,0,3,29,90,13,1
"2011","E00001757","E00001757","Total",113,0,3,96,11,3,0
"2011","E00001758","E00001758","Total",139,0,1,13,86,26,13
"2011","E00001759","E00001759","Total",131,0,2,24,72,27,6
"2011","E00002146","E00002146","Total",114,0,1,14,69,22,8
"2011","E00002147","E00002147","Total",130,0,0,19,74,33,4
"2011","E00002165","E00002165","Total",119,1,1,6,85,13,13
"2011","E00002170","E00002170","Total",127,0,0,3,101,17,6
"2011","E00002173","E00002173","Total",125,0,0,3,100,18,4
"2011","E00001957","E00001957","Total",116,0,3,13,77,20,3
"2011","E00001959","E00001959","Total",144,0,40,33,58,8,5
"2011","E00001962","E00001962","Total",125,0,25,7,83,9,1
"2011","E00001963","E00001963","Total",130,0,9,62,50,5,4
"2011","E00001965","E00001965","Total",122,0,0,23,82,15,2
"2011","E00002208","E00002208","Total",135,1,1,12,72,42,7
"2011","E00002214","E00002214","Total",110,0,2,18,76,10,4
"2011","E00002237","E00002237","Total",129,0,1,13,82,27,6
"2011","E00002239","E00002239","Total",139,0,1,30,78,17,13
"2011","E00002211","E00002211","Total",138,0,0,51,80,5,2
"2011","E00002212","E00002212","Total",119,0,40,6,68,3,2
"2011","E00002213","E00002213","Total",123,0,6,33,67,15,2
"2011","E00002236","E00002236","Total",118,1,56,5,44,10,2
"2011","E00002238","E00002238","Total",130,0,1,5,91,27,6
"2011","E00002215","E00002215","Total",103,1,1,4,74,18,5
"2011","E00002217","E00002217","Total",119,0,0,2,83,26,8
"2011","E00002220","E00002220","Total",122,0,1,10,81,23,7
"2011","E00002222","E00002222","Total",148,0,12,20,102,13,1
"2011","E00002223","E00002223","Total",113,0,0,8,87,16,2
"2011","E00002216","E00002216","Total",120,0,0,5,97,14,4
"2011","E00002218","E00002218","Total",128,0,0,3,105,18,2
"2011","E00002219","E00002219","Total",125,0,1,4,94,23,3
"2011","E00002221","E00002221","Total",114,0,0,2,88,21,3
"2011","E00001592","E00001592","Total",119,0,2,11,55,30,21
"2011","E00001601","E00001601","Total",111,1,0,6,60,31,13
"2011","E00001606","E00001606","Total",129,0,4,17,68,29,11
"2011","E00001610","E00001610","Total",114,0,0,5,72,25,12
"2011","E00001615","E00001615","Total",110,0,0,7,58,32,13
"2011","E00001604","E00001604","Total",125,0,2,79,34,8,2
"2011","E00001605","E00001605","Total",133,1,1,73,46,9,3
"2011","E00001607","E00001607","Total",141,0,2,57,59,19,4
"2011","E00001608","E00001608","Total",145,0,0,69,62,14,0
"2011","E00001796","E00001796","Total",127,0,2,19,80,21,5
"2011","E00001797","E00001797","Total",130,0,5,66,50,6,3
"2011","E00001800","E00001800","Total",120,0,4,22,68,17,9
"2011","E00001803","E00001803","Total",125,0,2,34,73,14,2
"2011","E00001807","E00001807","Total",124,0,4,14,84,19,3
"2011","E00001798","E00001798","Total",119,0,4,26,62,26,1
"2011","E00001806","E00001806","Total",131,0,11,34,72,12,2
"2011","E00001811","E00001811","Total",127,0,3,21,57,34,12
"2011","E00001815","E00001815","Total",144,0,31,14,64,27,8
"2011","E00001817","E00001817","Total",128,3,31,19,53,15,7
"2011","E00001809","E00001809","Total",121,0,1,33,60,25,2
"2011","E00001810","E00001810","Total",140,0,1,35,61,38,5
"2011","E00001812","E00001812","Total",121,0,3,60,38,17,3
"2011","E00001816","E00001816","Total",112,0,3,56,40,11,2
"2011","E00001818","E00001818","Total",140,0,5,65,59,10,1
"2011","E00001767","E00001767","Total",131,0,8,56,45,16,6
"2011","E00001768","E00001768","Total",118,0,5,49,52,12,0
"2011","E00001773","E00001773","Total",150,0,17,68,49,11,5
"2011","E00001776","E00001776","Total",143,3,13,44,61,19,3
"2011","E00001778","E00001778","Total",120,0,4,17,79,20,0
"2011","E00001774","E00001774","Total",118,0,1,21,60,27,9
"2011","E00001782","E00001782","Total",132,2,25,52,47,6,0
"2011","E00001783","E00001783","Total",114,2,1,8,49,36,18
"2011","E00001785","E00001785","Total",126,0,13,13,58,32,10
"2011","E00001787","E00001787","Total",136,0,5,25,72,29,5
"2011","E00001765","E00001765","Total",132,0,5,33,51,39,4
"2011","E00001770","E00001770","Total",140,0,31,55,45,7,2
"2011","E00001771","E00001771","Total",138,0,44,71,21,2,0
"2011","E00001793","E00001793","Total",165,0,0,33,66,54,12
"2011","E00001795","E00001795","Total",125,0,2,71,24,22,6
"2011","E00001764","E00001764","Total",128,0,2,8,96,18,4
"2011","E00001766","E00001766","Total",126,0,3,34,78,9,2
"2011","E00001769","E00001769","Total",107,0,1,21,69,10,6
"2011","E00001772","E00001772","Total",149,0,25,56,50,17,1
"2011","E00001794","E00001794","Total",145,0,3,30,98,9,5
"2011","E00001905","E00001905","Total",129,0,11,55,38,19,6
"2011","E00001908","E00001908","Total",125,0,7,21,71,21,5
"2011","E00001932","E00001932","Total",114,0,0,59,38,13,4
"2011","E00001933","E00001933","Total",129,0,39,20,39,29,2
"2011","E00001936","E00001936","Total",127,0,2,29,64,26,6
"2011","E00001904","E00001904","Total",130,0,3,38,64,17,8
"2011","E00001911","E00001911","Total",134,0,0,37,71,15,11
"2011","E00001914","E00001914","Total",125,0,0,76,36,11,2
"2011","E00001915","E00001915","Total",109,0,3,47,46,11,2
"2011","E00001918","E00001918","Total",123,0,1,5,65,38,14
"2011","E00001907","E00001907","Total",171,1,28,84,50,6,2
"2011","E00001910","E00001910","Total",144,1,98,28,13,2,2
"2011","E00001929","E00001929","Total",125,0,2,26,75,17,5
"2011","E00001930","E00001930","Total",123,0,0,13,69,40,1
"2011","E00001935","E00001935","Total",132,0,12,86,32,2,0
"2011","E00002013","E00002013","Total",136,0,0,7,103,18,8
"2011","E00002018","E00002018","Total",139,1,0,62,64,10,2
"2011","E00002023","E00002023","Total",129,0,0,52,67,9,1
"2011","E00002025","E00002025","Total",114,1,2,43,58,9,1
"2011","E00002026","E00002026","Total",131,0,2,58,63,8,0
"2011","E00002007","E00002007","Total",138,0,0,9,96,31,2
"2011","E00002027","E00002027","Total",140,0,0,33,84,19,4
"2011","E00002028","E00002028","Total",133,0,0,30,75,22,6
"2011","E00002031","E00002031","Total",140,0,1,35,83,17,4
"2011","E00002009","E00002009","Total",129,0,11,17,55,36,10
"2011","E00002010","E00002010","Total",162,0,15,22,94,25,6
"2011","E00002014","E00002014","Total",135,0,3,63,59,9,1
"2011","E00002036","E00002036","Total",127,1,39,32,43,10,2
"2011","E00002037","E00002037","Total",121,0,7,24,71,12,7
"2011","E00002008","E00002008","Total",126,0,1,2,94,20,9
"2011","E00002011","E00002011","Total",115,0,0,10,54,40,11
"2011","E00002012","E00002012","Total",139,0,0,17,63,46,13
"2011","E00002015","E00002015","Total",132,0,1,9,96,14,12
"2011","E00001602","E00001602","Total",118,0,1,8,49,43,17
"2011","E00001603","E00001603","Total",130,0,1,28,71,24,6
"2011","E00001609","E00001609","Total",109,0,20,34,31,18,6
"2011","E00001611","E00001611","Total",131,0,0,9,87,26,9
"2011","E00001614","E00001614","Total",116,0,2,22,52,28,12
"2011","E00001595","E00001595","Total",108,0,20,9,71,8,0
"2011","E00001597","E00001597","Total",119,0,3,61,40,11,4
"2011","E00001613","E00001613","Total",125,1,4,6,75,35,4
"2011","E00001619","E00001619","Total",124,0,2,8,75,33,6
"2011","E00001624","E00001624","Total",120,0,1,32,69,14,4
"2011","E00001594","E00001594","Total",123,0,5,13,81,19,5
"2011","E00001596","E00001596","Total",138,0,12,15,93,13,5
"2011","E00001618","E00001618","Total",120,0,0,27,69,20,4
"2011","E00001622","E00001622","Total",136,0,6,27,81,14,8
"2011","E00001612","E00001612","Total",133,0,5,59,55,13,1
"2011","E00001616","E00001616","Total",130,0,18,22,80,6,4
"2011","E00001617","E00001617","Total",133,0,43,38,39,11,2
"2011","E00001620","E00001620","Total",133,0,17,58,45,10,3
"2011","E00001621","E00001621","Total",116,0,29,47,30,7,3
"2011","E00001623","E00001623","Total",127,1,63,49,13,1,0
"2011","E00001591","E00001591","Total",130,0,1,8,107,9,5
"2011","E00001593","E00001593","Total",107,0,15,34,50,5,3
"2011","E00001598","E00001598","Total",129,0,1,12,92,18,6
"2011","E00001599","E00001599","Total",120,0,2,51,58,7,2
"2011","E00001600","E00001600","Total",131,1,15,4,102,8,1
"2011","E00001685","E00001685","Total",132,0,0,5,116,8,3
"2011","E00001686","E00001686","Total",118,0,0,5,97,15,1
"2011","E00001687","E00001687","Total",128,1,0,24,92,10,1
"2011","E00001688","E00001688","Total",112,1,12,58,30,8,3
"2011","E00001692","E00001692","Total",129,0,18,28,48,27,8
"2011","E00001955","E00001955","Total",125,0,0,10,62,42,11
"2011","E00001969","E00001969","Total",115,0,2,12,67,32,2
"2011","E00001970","E00001970","Total",135,0,0,13,51,57,14
"2011","E00001971","E00001971","Total",124,0,1,8,61,48,6
"2011","E00001938","E00001938","Total",138,0,1,12,76,44,5
"2011","E00001939","E00001939","Total",115,0,0,3,67,36,9
"2011","E00001940","E00001940","Total",123,1,1,14,86,19,2
"2011","E00001941","E00001941","Total",131,0,1,7,93,24,6
"2011","E00002006","E00002006","Total",109,0,0,7,72,22,8
"2011","E00002017","E00002017","Total",134,1,0,14,97,19,3
"2011","E00002020","E00002020","Total",117,0,0,21,49,42,5
"2011","E00002021","E00002021","Total",122,1,9,20,77,13,2
"2011","E00002030","E00002030","Total",112,1,0,52,45,11,3
"2011","E00002016","E00002016","Total",129,0,2,9,91,25,2
"2011","E00002019","E00002019","Total",140,0,9,45,67,14,5
"2011","E00002022","E00002022","Total",104,0,24,14,55,11,0
"2011","E00002024","E00002024","Total",134,0,0,4,89,34,7
"2011","E00002029","E00002029","Total",125,0,3,20,91,11,0
"2011","E00002032","E00002032","Total",129,0,7,47,64,6,5
"2011","E00002033","E00002033","Total",121,0,0,3,104,8,6
"2011","E00002034","E00002034","Total",140,0,0,40,85,12,3
"2011","E00002035","E00002035","Total",115,0,0,4,103,8,0
"2011","E00001836","E00001836","Total",162,0,1,23,129,8,1
"2011","E00001862","E00001862","Total",134,0,0,7,118,7,2
"2011","E00001864","E00001864","Total",114,0,10,2,92,7,3
"2011","E00001865","E00001865","Total",124,0,21,1,74,22,6
"2011","E00001842","E00001842","Total",122,0,9,35,70,5,3
"2011","E00001844","E00001844","Total",123,0,7,38,67,9,2
"2011","E00001851","E00001851","Total",101,1,1,23,62,11,3
"2011","E00001852","E00001852","Total",113,0,1,25,80,4,3
"2011","E00001856","E00001856","Total",106,0,2,10,85,4,5
"2011","E00001832","E00001832","Total",116,0,2,16,73,20,5
"2011","E00001837","E00001837","Total",126,1,3,22,92,7,1
"2011","E00001838","E00001838","Total",128,0,2,51,65,7,3
"2011","E00001840","E00001840","Total",111,0,3,50,53,5,0
"2011","E00001866","E00001866","Total",125,1,39,19,57,8,1
"2011","E00001833","E00001833","Total",122,0,1,31,72,15,3
"2011","E00001835","E00001835","Total",143,0,35,63,37,8,0
"2011","E00001839","E00001839","Total",118,0,26,64,21,7,0
"2011","E00001841","E00001841","Total",140,0,2,27,99,7,5
"2011","E00001843","E00001843","Total",126,0,30,15,56,13,12
"2011","E00001845","E00001845","Total",133,1,17,67,31,17,0
"2011","E00001846","E00001846","Total",132,0,8,82,34,5,3
"2011","E00001847","E00001847","Total",156,1,55,42,50,8,0
"2011","E00001848","E00001848","Total",100,0,27,39,31,2,1
"2011","E00001849","E00001849","Total",124,0,46,20,47,9,2
"2011","E00166760","E00166760","Total",110,1,6,36,52,12,3
"2011","E00166761","E00166761","Total",104,1,34,26,24,17,2
"2011","E00166762","E00166762","Total",109,0,1,12,49,39,8
"2011","E00001834","E00001834","Total",182,0,12,46,78,40,6
"2011","E00001853","E00001853","Total",135,1,8,36,73,15,2
"2011","E00001854","E00001854","Total",109,0,10,23,68,4,4
"2011","E00001855","E00001855","Total",114,1,6,20,75,8,4
"2011","E00001857","E00001857","Total",123,0,2,11,89,19,2
"2011","E00001700","E00001700","Total",130,1,3,17,59,38,12
"2011","E00001716","E00001716","Total",138,0,2,13,71,44,8
"2011","E00001719","E00001719","Total",117,0,0,9,50,51,7
"2011","E00001725","E00001725","Total",138,0,0,17,73,34,14
"2011","E00001695","E00001695","Total",142,0,1,7,108,16,10
"2011","E00001712","E00001712","Total",121,0,0,14,65,39,3
"2011","E00001713","E00001713","Total",120,1,5,39,54,18,3
"2011","E00001715","E00001715","Total",129,0,1,14,72,31,11
"2011","E00001726","E00001726","Total",138,0,3,30,71,26,8
"2011","E00001761","E00001761","Total",102,0,1,31,51,17,2
"2011","E00001775","E00001775","Total",136,1,2,42,63,25,3
"2011","E00001777","E00001777","Total",131,1,15,52,47,14,2
"2011","E00001779","E00001779","Total",126,0,0,48,55,13,10
"2011","E00001789","E00001789","Total",107,1,1,27,52,23,3
"2011","E00001780","E00001780","Total",101,0,6,21,32,32,10
"2011","E00001781","E00001781","Total",115,1,1,25,62,23,3
"2011","E00001784","E00001784","Total",114,0,5,38,47,19,5
"2011","E00001788","E00001788","Total",116,0,0,6,64,34,12
"2011","E00001790","E00001790","Total",119,0,4,21,51,31,12
"2011","E00001906","E00001906","Total",143,1,4,24,85,22,7
"2011","E00001912","E00001912","Total",204,0,29,39,47,58,31
"2011","E00001916","E00001916","Total",100,1,28,63,7,1,0
"2011","E00001917","E00001917","Total",143,0,18,52,58,10,5
"2011","E00001920","E00001920","Total",124,1,1,15,78,22,7
"2011","E00001922","E00001922","Total",132,0,1,54,33,33,11
"2011","E00001926","E00001926","Total",128,0,1,16,70,29,12
"2011","E00001927","E00001927","Total",131,0,0,26,69,28,8
"2011","E00001928","E00001928","Total",124,0,9,20,88,6,1
"2011","E00001909","E00001909","Total",140,0,1,87,45,7,0
"2011","E00001913","E00001913","Total",114,0,2,60,39,11,2
"2011","E00001931","E00001931","Total",123,0,0,6,73,42,2
"2011","E00001934","E00001934","Total",124,0,0,23,70,30,1
"2011","E00001937","E00001937","Total",139,0,19,32,60,21,7
"2011","E00001697","E00001697","Total",112,0,6,18,44,37,7
"2011","E00001708","E00001708","Total",127,0,2,86,23,14,2
"2011","E00001720","E00001720","Total",123,0,1,72,29,21,0
"2011","E00001724","E00001724","Total",136,0,0,33,63,33,7
"2011","E00001727","E00001727","Total",127,0,0,65,40,18,4
"2011","E00001696","E00001696","Total",136,0,2,62,57,14,1
"2011","E00001705","E00001705","Total",108,0,8,42,43,12,3
"2011","E00001710","E00001710","Total",119,1,49,46,20,2,1
"2011","E00001711","E00001711","Total",120,0,0,66,43,10,1
"2011","E00001722","E00001722","Total",135,0,0,20,91,19,5
"2011","E00001699","E00001699","Total",122,0,1,11,45,47,18
"2011","E00001701","E00001701","Total",118,0,1,9,37,61,10
"2011","E00001714","E00001714","Total",147,1,1,54,67,20,4
"2011","E00001723","E00001723","Total",134,0,4,32,58,36,4
"2011","E00001704","E00001704","Total",137,0,5,61,70,1,0
"2011","E00001706","E00001706","Total",132,0,3,95,27,5,2
"2011","E00001707","E00001707","Total",137,0,18,55,46,13,5
"2011","E00001709","E00001709","Total",145,1,11,32,66,29,6
"2011","E00001717","E00001717","Total",125,0,11,47,37,24,6
"2011","E00001919","E00001919","Total",132,0,2,24,81,21,4
"2011","E00001921","E00001921","Total",121,0,0,45,52,24,0
"2011","E00001923","E00001923","Total",137,0,1,54,66,16,0
"2011","E00001924","E00001924","Total",119,1,1,24,74,19,0
"2011","E00001925","E00001925","Total",135,0,2,50,63,18,2
"2011","E00001664","E00001664","Total",138,0,10,58,49,17,4
"2011","E00001665","E00001665","Total",128,0,0,50,62,15,1
"2011","E00001672","E00001672","Total",112,0,5,5,91,8,3
"2011","E00001690","E00001690","Total",111,0,1,41,51,11,7
"2011","E00001693","E00001693","Total",121,0,0,15,72,32,2
"2011","E00001666","E00001666","Total",144,1,1,77,54,8,3
"2011","E00001668","E00001668","Total",131,0,0,9,109,12,1
"2011","E00001669","E00001669","Total",136,0,0,5,120,10,1
"2011","E00001670","E00001670","Total",95,0,2,3,79,6,5
"2011","E00001671","E00001671","Total",138,1,60,54,11,10,2
"2011","E00001674","E00001674","Total",134,0,1,39,69,19,6
"2011","E00001689","E00001689","Total",135,0,2,28,76,21,8
"2011","E00001691","E00001691","Total",134,0,8,31,76,16,3
"2011","E00001694","E00001694","Total",147,0,0,45,57,44,1
"2011","E00001662","E00001662","Total",121,0,1,30,70,16,4
"2011","E00001673","E00001673","Total",118,0,0,19,53,36,10
"2011","E00001675","E00001675","Total",111,0,2,47,45,13,4
"2011","E00001678","E00001678","Total",137,0,0,17,51,59,10
"2011","E00002268","E00002268","Total",114,0,19,13,18,52,12
"2011","E00002269","E00002269","Total",127,0,0,10,41,59,17
"2011","E00002270","E00002270","Total",126,0,6,5,42,65,8
"2011","E00002273","E00002273","Total",131,1,11,23,19,59,18
"2011","E00001762","E00001762","Total",123,0,3,38,43,32,7
"2011","E00001763","E00001763","Total",141,0,1,51,65,13,11
"2011","E00001786","E00001786","Total",124,0,0,5,83,24,12
"2011","E00001791","E00001791","Total",134,1,36,67,6,20,4
"2011","E00001792","E00001792","Total",129,0,1,8,92,21,7
"2011","E00002176","E00002176","Total",123,0,1,3,40,71,8
"2011","E00002180","E00002180","Total",117,0,0,18,57,32,10
"2011","E00002196","E00002196","Total",135,0,2,24,29,65,15
"2011","E00002200","E00002200","Total",120,0,1,13,34,56,16
"2011","E00002203","E00002203","Total",131,0,0,27,67,32,5
"2011","E00002177","E00002177","Total",137,0,8,49,67,11,2
"2011","E00002185","E00002185","Total",165,0,53,52,41,17,2
"2011","E00002190","E00002190","Total",158,0,15,68,52,15,8
"2011","E00002204","E00002204","Total",124,0,1,29,72,16,6
"2011","E00002206","E00002206","Total",129,0,5,51,55,16,2
"2011","E00002179","E00002179","Total",133,0,1,8,77,38,9
"2011","E00002189","E00002189","Total",131,0,0,10,65,37,19
"2011","E00002191","E00002191","Total",130,0,0,5,67,42,16
"2011","E00002192","E00002192","Total",110,1,0,9,47,44,9
"2011","E00002178","E00002178","Total",135,0,13,14,27,52,29
"2011","E00002181","E00002181","Total",128,0,4,12,80,21,11
"2011","E00002183","E00002183","Total",121,0,13,97,9,2,0
"2011","E00002205","E00002205","Total",136,0,0,9,38,45,44
"2011","E00002207","E00002207","Total",128,0,1,22,69,29,7
"2011","E00001698","E00001698","Total",122,0,1,65,38,17,1
"2011","E00001702","E00001702","Total",99,0,0,10,62,27,0
"2011","E00001703","E00001703","Total",124,0,1,6,85,23,9
"2011","E00001718","E00001718","Total",149,0,0,29,65,40,15
"2011","E00001721","E00001721","Total",122,0,2,53,44,19,4
"2011","E00002193","E00002193","Total",123,0,1,16,85,17,4
"2011","E00002197","E00002197","Total",121,0,3,8,99,8,3
"2011","E00002198","E00002198","Total",126,0,36,18,54,13,5
"2011","E00002201","E00002201","Total",140,0,12,22,89,11,6
"2011","E00002175","E00002175","Total",120,1,0,7,81,26,5
"2011","E00002194","E00002194","Total",132,0,1,5,94,26,6
"2011","E00002195","E00002195","Total",166,0,1,38,85,38,4
"2011","E00002199","E00002199","Total",127,0,4,32,63,23,5
"2011","E00002202","E00002202","Total",142,1,6,33,70,19,13
"2011","E00002182","E00002182","Total",129,0,4,56,43,24,2
"2011","E00002184","E00002184","Total",118,0,2,49,42,25,0
"2011","E00002186","E00002186","Total",113,0,0,39,54,19,1
"2011","E00002187","E00002187","Total",119,0,1,44,55,13,6
"2011","E00002188","E00002188","Total",123,0,0,61,48,13,1
"2011","E00002246","E00002246","Total",120,0,0,8,46,48,18
"2011","E00002248","E00002248","Total",120,0,2,12,65,32,9
"2011","E00002249","E00002249","Total",93,0,2,7,39,32,13
"2011","E00002250","E00002250","Total",135,0,0,7,62,49,17
"2011","E00002271","E00002271","Total",101,0,1,4,41,49,6
"2011","E00001679","E00001679","Total",124,0,11,37,39,36,1
"2011","E00001681","E00001681","Total",130,0,0,21,74,32,3
"2011","E00001682","E00001682","Total",130,0,1,17,77,26,9
"2011","E00001683","E00001683","Total",127,0,5,24,76,15,7
"2011","E00001684","E00001684","Total",91,0,0,26,60,3,2
"2011","E00001663","E00001663","Total",125,0,1,38,61,19,6
"2011","E00001667","E00001667","Total",133,0,2,15,98,17,1
"2011","E00001676","E00001676","Total",130,0,0,31,77,16,6
"2011","E00001677","E00001677","Total",123,0,1,69,46,5,2
"2011","E00001680","E00001680","Total",135,0,19,46,53,11,6
"2011","E00002090","E00002090","Total",90,1,0,3,58,19,9
"2011","E00002093","E00002093","Total",112,0,1,21,55,26,9
"2011","E00002095","E00002095","Total",136,0,0,11,68,42,15
"2011","E00002099","E00002099","Total",140,0,18,10,76,25,11
"2011","E00002100","E00002100","Total",131,0,2,30,64,32,3
"2011","E00002076","E00002076","Total",108,0,1,6,54,33,14
"2011","E00002091","E00002091","Total",102,0,0,21,43,31,7
"2011","E00002092","E00002092","Total",124,0,2,22,53,40,7
"2011","E00002094","E00002094","Total",137,0,1,14,56,61,5
"2011","E00002097","E00002097","Total",119,0,0,8,61,44,6
"2011","E00002244","E00002244","Total",100,0,0,8,78,11,3
"2011","E00002245","E00002245","Total",123,0,0,14,49,52,8
"2011","E00002247","E00002247","Total",99,0,1,11,57,29,1
"2011","E00002274","E00002274","Total",130,0,0,8,97,20,5
"2011","E00002078","E00002078","Total",127,0,2,5,27,57,36
"2011","E00002083","E00002083","Total",113,0,1,20,27,42,23
"2011","E00002096","E00002096","Total",129,1,38,58,15,14,3
"2011","E00002098","E00002098","Total",134,1,2,22,85,19,5
"2011","E00002101","E00002101","Total",130,0,45,67,13,3,2
"2011","E00002104","E00002104","Total",132,0,36,66,10,12,8
"2011","E00002077","E00002077","Total",108,0,5,40,58,4,1
"2011","E00002081","E00002081","Total",99,1,26,37,30,4,1
"2011","E00002102","E00002102","Total",101,0,7,29,42,20,3
"2011","E00002103","E00002103","Total",143,0,13,44,29,39,18
"2011","E00002105","E00002105","Total",142,0,2,104,30,5,1
"2011","E00002106","E00002106","Total",119,0,3,55,45,9,7
"2011","E00002073","E00002073","Total",134,0,29,50,40,11,4
